league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
ESP-La Liga,2023-24,Barcelona,Robert Lewandowski,POL,FW,34,1988,30.6,19,90,37,41.1,2.95,1.21,0.17,0.41,13.9,3,4,4,18.1,15.0,0.17,0.9,0.0
ESP-La Liga,2023-24,Barcelona,Ronald Araújo,URU,DF,24,1999,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,12.4,0,0,0,2.1,2.1,0.09,-1.1,-1.1
ESP-La Liga,2023-24,Barcelona,Sergi Roberto,ESP,"MF,DF",31,1992,9.6,3,10,4,40.0,1.05,0.42,0.3,0.75,12.5,0,0,0,1.7,1.7,0.17,1.3,1.3
ESP-La Liga,2023-24,Barcelona,Vitor Roque,BRA,FW,18,2005,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,2.5,2.5,0.2,-0.5,-0.5
ESP-La Liga,2023-24,Barcelona,İlkay Gündoğan,GER,MF,32,1990,33.3,5,41,15,36.6,1.23,0.45,0.1,0.27,17.8,5,1,2,7.3,5.7,0.14,-2.3,-1.7
ESP-La Liga,2023-24,Betis,Abde Ezzalzouli,MAR,FW,21,2001,9.6,1,33,8,24.2,3.43,0.83,0.03,0.13,17.8,0,0,1,3.0,2.2,0.07,-2.0,-1.2
ESP-La Liga,2023-24,Betis,Abner,BRA,DF,23,2000,15.6,0,4,0,0.0,0.26,0.0,0.0,,15.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2023-24,Betis,Aitor Ruibal,ESP,"DF,FW",27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1.0,22.1,0,0,0,0.8,0.8,0.06,1.2,1.2
ESP-La Liga,2023-24,Betis,Andrés Guardado,MEX,MF,36,1986,5.0,0,5,0,0.0,1.01,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2023-24,Betis,Assane Diao,SEN,FW,17,2005,11.6,2,21,3,14.3,1.8,0.26,0.1,0.67,13.7,0,0,0,2.5,2.5,0.12,-0.5,-0.5
ESP-La Liga,2023-24,Betis,Ayoze Pérez,ESP,FW,30,1993,25.5,9,68,26,38.2,2.67,1.02,0.13,0.35,13.5,0,0,0,7.4,7.4,0.11,1.6,1.6
ESP-La Liga,2023-24,Betis,Borja Iglesias,ESP,FW,30,1993,4.5,0,10,0,0.0,2.21,0.0,0.0,,16.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ESP-La Liga,2023-24,Betis,Chadi Riad,MAR,DF,20,2003,24.0,0,11,5,45.5,0.46,0.21,0.0,0.0,11.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ESP-La Liga,2023-24,Betis,Claudio Bravo,CHI,GK,40,1983,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Betis,Cédric Bakambu,COD,FW,32,1991,2.2,0,4,1,25.0,1.86,0.46,0.0,0.0,15.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4
ESP-La Liga,2023-24,Betis,Ezequiel Ávila,ARG,FW,29,1994,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,21.9,0,0,0,0.7,0.7,0.08,0.3,0.3
ESP-La Liga,2023-24,Betis,Fran Vieites,ESP,GK,24,1999,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Betis,Germán Pezzella,ARG,DF,32,1991,30.7,1,23,5,21.7,0.75,0.16,0.04,0.2,11.2,0,0,0,2.0,2.0,0.09,-1.0,-1.0
ESP-La Liga,2023-24,Betis,Guido Rodríguez,ARG,MF,29,1994,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,20.5,0,0,0,0.7,0.7,0.04,1.3,1.3
ESP-La Liga,2023-24,Betis,Héctor Bellerín,ESP,DF,28,1995,19.0,0,2,0,0.0,0.11,0.0,0.0,,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ESP-La Liga,2023-24,Betis,Isco,ESP,MF,31,1992,25.8,8,62,24,38.7,2.4,0.93,0.1,0.25,18.0,4,2,2,8.3,6.7,0.11,-0.3,-0.7
ESP-La Liga,2023-24,Betis,Johnny Cardoso,USA,MF,21,2001,14.8,1,12,3,25.0,0.81,0.2,0.08,0.33,18.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1
ESP-La Liga,2023-24,Betis,Juan Cruz,ESP,FW,23,2000,0.8,0,2,0,0.0,2.37,0.0,0.0,,21.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ESP-La Liga,2023-24,Betis,Juan Miranda,ESP,DF,23,2000,20.6,1,16,6,37.5,0.78,0.29,0.06,0.17,18.6,1,0,0,1.6,1.6,0.11,-0.6,-0.6
ESP-La Liga,2023-24,Betis,Luiz Felipe,ITA,DF,26,1997,4.0,0,2,0,0.0,0.5,0.0,0.0,,10.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2023-24,Betis,Luiz Henrique,BRA,FW,22,2001,6.8,0,18,3,16.7,2.63,0.44,0.0,0.0,15.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
ESP-La Liga,2023-24,Betis,Marc Bartra,ESP,DF,32,1991,2.5,0,3,0,0.0,1.2,0.0,0.0,,11.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ESP-La Liga,2023-24,Betis,Marc Roca,ESP,MF,26,1996,22.0,2,20,7,35.0,0.91,0.32,0.1,0.29,24.3,0,0,0,1.1,1.1,0.06,0.9,0.9
ESP-La Liga,2023-24,Betis,Nabil Fekir,FRA,"MF,FW",30,1993,11.7,1,28,7,25.0,2.4,0.6,0.04,0.14,19.2,6,0,0,2.2,2.2,0.08,-1.2,-1.2
ESP-La Liga,2023-24,Betis,Pablo Busto,ESP,DF,17,2005,0.5,0,1,0,0.0,2.05,0.0,0.0,,28.3,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2023-24,Betis,Pablo Fornals,ESP,"FW,MF",27,1996,12.8,3,17,5,29.4,1.33,0.39,0.18,0.6,18.2,0,0,0,1.8,1.8,0.11,1.2,1.2
ESP-La Liga,2023-24,Betis,Paul Akouokou,CIV,MF,25,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Betis,Ricardo Visus,ESP,DF,22,2001,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Betis,Rodri,ESP,"FW,MF",23,2000,11.7,0,18,5,27.8,1.54,0.43,0.0,0.0,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1
ESP-La Liga,2023-24,Betis,Rui Silva,POR,GK,29,1994,27.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Betis,Sergi Altimira,ESP,MF,21,2001,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8
ESP-La Liga,2023-24,Betis,Sokratis Papastathopoulos,GRE,DF,35,1988,12.6,0,2,1,50.0,0.16,0.08,0.0,0.0,7.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3
ESP-La Liga,2023-24,Betis,William Carvalho,POR,MF,31,1992,7.6,1,8,3,37.5,1.06,0.4,0.13,0.33,24.0,0,0,0,0.4,0.4,0.05,0.6,0.6
ESP-La Liga,2023-24,Betis,Willian José,BRA,FW,31,1991,21.9,10,48,24,50.0,2.19,1.1,0.21,0.42,16.3,4,0,0,5.7,5.7,0.12,4.3,4.3
ESP-La Liga,2023-24,Betis,Youssouf Sabaly,SEN,DF,30,1993,11.6,0,4,0,0.0,0.34,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2023-24,Celta Vigo,Anastasios Douvikas,GRE,FW,23,1999,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,13.5,0,0,0,4.6,4.6,0.18,2.4,2.4
ESP-La Liga,2023-24,Celta Vigo,Carl Starfelt,SWE,DF,28,1995,24.6,1,12,5,41.7,0.49,0.2,0.08,0.2,8.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4
ESP-La Liga,2023-24,Celta Vigo,Carles Pérez,ESP,"MF,DF",25,1998,8.6,1,24,6,25.0,2.8,0.7,0.04,0.17,21.4,2,0,0,1.2,1.2,0.05,-0.2,-0.2
ESP-La Liga,2023-24,Celta Vigo,Carlos Dominguez,ESP,DF,22,2001,17.6,0,5,0,0.0,0.28,0.0,0.0,,15.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ESP-La Liga,2023-24,Celta Vigo,Carlos Dotor,ESP,MF,22,2001,7.9,0,4,0,0.0,0.51,0.0,0.0,,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2023-24,Celta Vigo,Damián Rodríguez,ESP,MF,20,2003,2.9,0,1,0,0.0,0.35,0.0,0.0,,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Fran Beltrán,ESP,MF,24,1999,27.0,0,21,3,14.3,0.78,0.11,0.0,0.0,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7
ESP-La Liga,2023-24,Celta Vigo,Franco Cervi,ARG,"MF,DF",29,1994,6.1,0,8,1,12.5,1.32,0.16,0.0,0.0,19.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ESP-La Liga,2023-24,Celta Vigo,Gabriel Veiga,ESP,FW,21,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Hugo Sotelo,ESP,MF,19,2003,8.0,0,8,1,12.5,1.0,0.12,0.0,0.0,23.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2023-24,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",20,2003,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,13.9,0,0,0,1.0,1.0,0.09,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Iago Aspas,ESP,FW,35,1987,30.1,9,74,23,31.1,2.46,0.76,0.08,0.26,20.0,6,3,5,11.5,7.5,0.1,-2.5,-1.5
ESP-La Liga,2023-24,Celta Vigo,Iván Villar,ESP,GK,26,1997,11.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",27,1995,10.0,0,5,3,60.0,0.5,0.3,0.0,0.0,22.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2023-24,Celta Vigo,Javier Manquillo,ESP,"DF,MF",29,1994,8.3,0,1,0,0.0,0.12,0.0,0.0,,13.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1
ESP-La Liga,2023-24,Celta Vigo,Javier Rueda Garcia,ESP,"MF,DF",21,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27,1996,22.0,3,41,14,34.1,1.86,0.64,0.07,0.21,19.2,0,0,0,3.0,3.0,0.07,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Joseph Aidoo,GHA,DF,27,1995,4.5,0,3,0,0.0,0.66,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2023-24,Celta Vigo,Jørgen Strand Larsen,NOR,FW,23,2000,31.8,13,82,35,42.7,2.58,1.1,0.16,0.37,11.2,0,0,0,14.5,14.5,0.18,-1.5,-1.5
ESP-La Liga,2023-24,Celta Vigo,Kevin Vázquez,ESP,DF,30,1993,7.8,0,2,1,50.0,0.26,0.13,0.0,0.0,20.8,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Luca de la Torre,USA,MF,25,1998,21.7,1,24,8,33.3,1.1,0.37,0.04,0.13,16.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5
ESP-La Liga,2023-24,Celta Vigo,Manu Sánchez,ESP,"DF,MF",22,2000,19.7,0,9,1,11.1,0.46,0.05,0.0,0.0,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ESP-La Liga,2023-24,Celta Vigo,Miguel Rodríguez,ESP,MF,20,2003,3.3,0,6,0,0.0,1.8,0.0,0.0,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2023-24,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",27,1995,9.0,0,10,4,40.0,1.11,0.45,0.0,0.0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3
ESP-La Liga,2023-24,Celta Vigo,Renato Tapia,PER,"MF,DF",28,1995,14.9,0,19,1,5.3,1.28,0.07,0.0,0.0,20.8,2,0,0,1.0,1.0,0.05,-1.0,-1.0
ESP-La Liga,2023-24,Celta Vigo,Tadeo Allende,ARG,"MF,FW",24,1999,3.7,1,8,2,25.0,2.14,0.54,0.13,0.5,17.4,0,0,0,1.2,1.2,0.16,-0.2,-0.2
ESP-La Liga,2023-24,Celta Vigo,Unai Núñez,ESP,DF,26,1997,31.1,1,22,5,22.7,0.71,0.16,0.05,0.2,14.4,1,0,0,1.4,1.4,0.07,-0.4,-0.4
ESP-La Liga,2023-24,Celta Vigo,Vicente Guaita,ESP,GK,36,1987,26.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Williot Swedberg,SWE,"FW,MF",19,2004,4.9,5,12,6,50.0,2.46,1.23,0.42,0.83,14.8,0,0,0,2.3,2.3,0.19,2.7,2.7
ESP-La Liga,2023-24,Celta Vigo,Yoel Lago,ESP,DF,19,2004,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24,1999,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,20.4,0,0,0,2.6,2.6,0.09,-0.6,-0.6
ESP-La Liga,2023-24,Cádiz,Aiham Ousou,SYR,DF,23,2000,4.8,0,2,0,0.0,0.42,0.0,0.0,,13.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ESP-La Liga,2023-24,Cádiz,Borja Vázquez,ESP,FW,18,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Brian Ocampo,URU,"MF,FW",24,1999,2.8,1,5,2,40.0,1.81,0.73,0.2,0.5,23.0,0,0,0,0.3,0.3,0.06,0.7,0.7
ESP-La Liga,2023-24,Cádiz,Chris Ramos,ESP,"FW,MF",26,1997,29.0,5,76,27,35.5,2.62,0.93,0.07,0.19,12.0,0,0,0,10.1,10.1,0.13,-5.1,-5.1
ESP-La Liga,2023-24,Cádiz,Darwin Machís,VEN,MF,30,1993,8.7,4,20,9,45.0,2.29,1.03,0.15,0.33,24.2,1,1,1,1.4,0.6,0.03,2.6,2.4
ESP-La Liga,2023-24,Cádiz,David Gil,ESP,GK,29,1994,4.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Diadie Samassékou,MLI,MF,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.0,0.0,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Fali,ESP,DF,29,1993,28.3,0,11,3,27.3,0.39,0.11,0.0,0.0,15.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8
ESP-La Liga,2023-24,Cádiz,Fede San Emeterio,ESP,MF,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.0,1.0,5.0,0,0,0,0.1,0.1,0.06,0.9,0.9
ESP-La Liga,2023-24,Cádiz,Gonzalo Escalante,ARG,MF,30,1993,18.9,1,14,3,21.4,0.74,0.16,0.07,0.33,17.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9
ESP-La Liga,2023-24,Cádiz,Isaac Carcelen,ESP,DF,30,1993,29.0,0,10,3,30.0,0.34,0.1,0.0,0.0,20.2,1,0,0,0.6,0.6,0.06,-0.6,-0.6
ESP-La Liga,2023-24,Cádiz,Iván Alejo,ESP,MF,28,1995,18.8,0,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ESP-La Liga,2023-24,Cádiz,Javi Hernández,ESP,DF,25,1998,27.9,1,30,8,26.7,1.07,0.29,0.03,0.13,24.0,6,0,0,1.4,1.4,0.05,-0.4,-0.4
ESP-La Liga,2023-24,Cádiz,Jeremías Ledesma,ARG,GK,30,1993,33.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Jorge Meré,ESP,DF,26,1997,7.5,0,4,1,25.0,0.53,0.13,0.0,0.0,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2023-24,Cádiz,Joseba Zaldúa,ESP,DF,31,1992,7.8,0,1,0,0.0,0.13,0.0,0.0,,34.5,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2023-24,Cádiz,José Mari,ESP,"MF,FW",35,1987,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Juanmi,ESP,FW,30,1993,9.7,3,14,7,50.0,1.44,0.72,0.21,0.43,12.6,0,0,0,2.5,2.5,0.18,0.5,0.5
ESP-La Liga,2023-24,Cádiz,Karl Etta,CMR,FW,19,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Lucas,BRA,DF,22,2001,17.1,1,11,4,36.4,0.64,0.23,0.09,0.25,21.5,3,0,0,0.8,0.8,0.07,0.2,0.2
ESP-La Liga,2023-24,Cádiz,Luis Hernández,ESP,DF,34,1989,8.0,1,1,1,100.0,0.12,0.12,1.0,1.0,2.2,0,0,0,1.0,1.0,0.95,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Mamadou Mbaye,SEN,DF,25,1998,3.2,0,2,1,50.0,0.62,0.31,0.0,0.0,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3
ESP-La Liga,2023-24,Cádiz,Maxi Gómez,URU,FW,26,1996,12.9,0,16,6,37.5,1.24,0.46,0.0,0.0,14.3,1,0,0,1.6,1.6,0.1,-1.6,-1.6
ESP-La Liga,2023-24,Cádiz,Milutin Osmajić,MNE,MF,24,1999,0.1,0,2,0,0.0,36.0,0.0,0.0,,12.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ESP-La Liga,2023-24,Cádiz,Moussa Diakité,MLI,MF,19,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Cádiz,Roberto Navarro,ESP,"MF,FW",21,2002,21.0,1,30,9,30.0,1.43,0.43,0.03,0.11,19.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1
ESP-La Liga,2023-24,Cádiz,Roger Martí,ESP,FW,32,1991,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8
ESP-La Liga,2023-24,Cádiz,Rominigue Kouamé,MLI,MF,26,1996,9.1,0,5,0,0.0,0.55,0.0,0.0,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ESP-La Liga,2023-24,Cádiz,Rubén Alcaraz,ESP,MF,32,1991,34.8,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7
ESP-La Liga,2023-24,Cádiz,Rubén Sobrino,ESP,"MF,FW",31,1992,18.3,0,21,3,14.3,1.15,0.16,0.0,0.0,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8
ESP-La Liga,2023-24,Cádiz,Sergi Guardiola,ESP,"FW,MF",32,1991,5.5,1,14,5,35.7,2.55,0.91,0.07,0.2,16.9,0,0,0,1.8,1.8,0.13,-0.8,-0.8
ESP-La Liga,2023-24,Cádiz,Víctor Chust,ESP,DF,23,2000,20.7,0,4,0,0.0,0.19,0.0,0.0,,9.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ESP-La Liga,2023-24,Cádiz,Álex Fernández,ESP,MF,30,1992,14.3,0,7,1,14.3,0.49,0.07,0.0,0.0,24.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2023-24,Cádiz,Álvaro Negredo,ESP,"FW,MF",37,1985,0.6,0,3,1,33.3,5.0,1.67,0.0,0.0,29.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2023-24,Getafe,Alberto Risco,ESP,MF,17,2005,1.5,0,2,1,50.0,1.31,0.66,0.0,0.0,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ESP-La Liga,2023-24,Getafe,Anthony Lozano,HON,"MF,FW",30,1993,1.0,0,4,0,0.0,3.91,0.0,0.0,,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ESP-La Liga,2023-24,Getafe,Borja Mayoral,ESP,FW,26,1997,23.9,15,43,23,53.5,1.8,0.96,0.26,0.48,15.8,0,4,4,11.9,8.7,0.2,3.1,2.3
ESP-La Liga,2023-24,Getafe,Carles Aleñá,ESP,MF,25,1998,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2
ESP-La Liga,2023-24,Getafe,Carmona,ESP,"DF,MF",21,2002,14.6,1,12,3,25.0,0.82,0.21,0.08,0.33,16.8,0,0,0,0.8,0.8,0.07,0.2,0.2
ESP-La Liga,2023-24,Getafe,Damián Suárez,URU,DF,35,1988,14.4,0,4,1,25.0,0.28,0.07,0.0,0.0,25.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3
ESP-La Liga,2023-24,Getafe,Daniel Fuzato,BRA,GK,26,1997,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,David Soria,ESP,GK,30,1993,37.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Diego Rico,ESP,DF,30,1993,28.2,0,18,5,27.8,0.64,0.18,0.0,0.0,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3
ESP-La Liga,2023-24,Getafe,Djené,TOG,"DF,MF",31,1991,27.6,0,6,1,16.7,0.22,0.04,0.0,0.0,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP-La Liga,2023-24,Getafe,Domingos Duarte,POR,DF,28,1995,10.1,0,1,0,0.0,0.1,0.0,0.0,,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3
ESP-La Liga,2023-24,Getafe,Enes Ünal,TUR,"FW,MF",26,1997,1.6,0,1,0,0.0,0.64,0.0,0.0,,18.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ESP-La Liga,2023-24,Getafe,Fabrizio Angileri,ARG,"DF,MF",29,1994,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Gastón Álvarez,URU,DF,23,2000,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,1.3,1.3
ESP-La Liga,2023-24,Getafe,Gorka Rivera Alonso,ESP,DF,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Iglesias,ESP,"DF,FW",25,1998,15.7,0,15,6,40.0,0.96,0.38,0.0,0.0,25.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
ESP-La Liga,2023-24,Getafe,Ilaix Moriba,GUI,"MF,FW",20,2003,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,21.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ESP-La Liga,2023-24,Getafe,Jaime Mata,ESP,"FW,MF",34,1988,19.9,5,32,12,37.5,1.61,0.6,0.16,0.42,13.8,0,0,0,5.6,5.6,0.18,-0.6,-0.6
ESP-La Liga,2023-24,Getafe,Jeremy Jorge,ESP,FW,20,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Jordi,ESP,"MF,DF",22,2001,6.4,0,7,3,42.9,1.1,0.47,0.0,0.0,12.9,0,0,0,1.3,1.3,0.18,-1.3,-1.3
ESP-La Liga,2023-24,Getafe,Juanmi Latasa,ESP,FW,22,2001,17.3,2,44,15,34.1,2.55,0.87,0.05,0.13,12.7,0,0,0,3.6,3.5,0.08,-1.6,-1.5
ESP-La Liga,2023-24,Getafe,Luis Milla,ESP,MF,28,1994,23.5,0,16,5,31.3,0.68,0.21,0.0,0.0,25.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6
ESP-La Liga,2023-24,Getafe,Mason Greenwood,ENG,"MF,FW",21,2001,29.6,8,99,31,31.3,3.35,1.05,0.06,0.19,20.9,5,2,3,8.8,6.4,0.06,-0.8,-0.4
ESP-La Liga,2023-24,Getafe,Mauro Arambarri,URU,MF,27,1995,3.8,0,9,2,22.2,2.39,0.53,0.0,0.0,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ESP-La Liga,2023-24,Getafe,Nabil Aberdin,FRA,DF,20,2002,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Nemanja Maksimović,SRB,MF,28,1995,36.3,4,34,15,44.1,0.94,0.41,0.12,0.27,11.7,0,0,0,5.5,5.5,0.16,-1.5,-1.5
ESP-La Liga,2023-24,Getafe,Omar Alderete,PAR,DF,26,1996,24.4,0,24,5,20.8,0.98,0.21,0.0,0.0,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2
ESP-La Liga,2023-24,Getafe,Portu,ESP,FW,31,1992,1.1,0,1,1,100.0,0.93,0.93,0.0,0.0,8.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
ESP-La Liga,2023-24,Getafe,Santiago García,ESP,FW,21,2001,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Stefan Mitrović,SRB,DF,33,1990,7.8,1,1,1,100.0,0.13,0.13,1.0,1.0,8.7,0,0,0,0.1,0.1,0.09,0.9,0.9
ESP-La Liga,2023-24,Getafe,Yassin Tallal,ESP,FW,18,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2023-24,Getafe,Yellu Santiago,ESP,MF,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.2,0.5,18.5,0,0,0,0.6,0.6,0.12,0.4,0.4
ESP-La Liga,2023-24,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25,1998,10.7,2,34,9,26.5,3.16,0.84,0.06,0.22,24.9,4,0,0,1.5,1.5,0.04,0.5,0.5
ESP-La Liga,2023-24,Girona,Aleix García,ESP,MF,26,1997,35.5,3,39,12,30.8,1.1,0.34,0.08,0.25,26.4,8,0,0,1.8,1.8,0.05,1.2,1.2
